Date,Region,Total_Amount
2024/05/08,DE-HH,107
2024/05/09,DE-HH,91
2024/05/10,DE-HH,202
2024/05/11,DE-HH,1059
2024/05/12,DE-HH,184
2024/05/13,DE-HH,79
2024/05/14,DE-HH,44
2024/05/15,DE-HH,0
2024/05/16,DE-HH,77
2024/05/17,DE-HH,42
2024/05/18,DE-HH,189
2024/05/19,DE-HH,163
2024/05/20,DE-HH,145
2024/05/21,DE-HH,32
2024/05/22,DE-HH,93
2024/05/23,DE-HH,199
2024/05/24,DE-HH,36
2024/05/25,DE-HH,215
2024/05/26,DE-HH,36
2024/05/27,DE-HH,22
2024/05/28,DE-HH,197
2024/05/29,DE-HH,153
2024/05/30,DE-HH,166
2024/05/31,DE-HH,193
2024/06/01,DE-HH,198
2024/06/02,DE-HH,357
2024/06/03,DE-HH,199
2024/06/04,DE-HH,71
2024/06/05,DE-HH,121
2024/06/06,DE-HH,60
2024/06/07,DE-HH,107
2024/06/08,DE-HH,138
2024/06/09,DE-HH,271
2024/06/10,DE-HH,23
2024/06/11,DE-HH,61
2024/06/12,DE-HH,28
2024/06/13,DE-HH,81
2024/06/14,DE-HH,10
2024/06/15,DE-HH,21
2024/06/16,DE-HH,97
2024/06/17,DE-HH,0
2024/06/18,DE-HH,375
2024/06/19,DE-HH,65
2024/06/20,DE-HH,56
2024/06/21,DE-HH,62
2024/06/22,DE-HH,240
2024/06/23,DE-HH,155
2024/06/24,DE-HH,106
2024/06/25,DE-HH,52
2024/06/26,DE-HH,224
2024/06/27,DE-HH,256
2024/06/28,DE-HH,3
2024/06/29,DE-HH,42
2024/06/30,DE-HH,120
2024/07/01,DE-HH,80
2024/07/02,DE-HH,101
2024/07/03,DE-HH,59
2024/07/04,DE-HH,67
2024/07/05,DE-HH,103
2024/07/06,DE-HH,146
2024/07/07,DE-HH,205
2024/07/08,DE-HH,88
2024/07/09,DE-HH,117
2024/07/10,DE-HH,183
2024/07/11,DE-HH,95
2024/07/12,DE-HH,301
2024/07/13,DE-HH,1454
2024/07/14,DE-HH,304
2024/07/15,DE-HH,203
2024/07/16,DE-HH,249
2024/07/17,DE-HH,36
2024/07/18,DE-HH,251
2024/07/19,DE-HH,406
2024/07/20,DE-HH,90
2024/07/21,DE-HH,27
2024/07/22,DE-HH,121
2024/07/23,DE-HH,101
2024/07/24,DE-HH,102
2024/07/25,DE-HH,96
2024/07/26,DE-HH,80
2024/07/27,DE-HH,560
2024/07/28,DE-HH,200
2024/07/29,DE-HH,328
2024/07/30,DE-HH,56
2024/07/31,DE-HH,9
2024/08/01,DE-HH,80
2024/08/02,DE-HH,44
2024/08/03,DE-HH,72
2024/08/04,DE-HH,141
2024/08/05,DE-HH,100
2024/08/06,DE-HH,47
2024/08/07,DE-HH,114
2024/08/08,DE-HH,50
2024/08/09,DE-HH,0
2024/08/10,DE-HH,86
2024/08/11,DE-HH,90
2024/08/12,DE-HH,32
2024/08/13,DE-HH,44
2024/08/14,DE-HH,56
2024/08/15,DE-HH,17
2024/08/16,DE-HH,0
2024/08/17,DE-HH,158
2024/08/18,DE-HH,57
2024/08/19,DE-HH,241
2024/08/20,DE-HH,132
2024/08/21,DE-HH,22
2024/08/22,DE-HH,26
2024/08/23,DE-HH,2
2024/08/24,DE-HH,275
2024/08/25,DE-HH,51
2024/08/26,DE-HH,401
2024/08/27,DE-HH,433
2024/08/28,DE-HH,29
2024/08/29,DE-HH,154
2024/08/30,DE-HH,64
2024/08/31,DE-HH,225
2024/09/01,DE-HH,411
2024/09/02,DE-HH,46
2024/09/03,DE-HH,105
2024/09/04,DE-HH,62
2024/09/05,DE-HH,22
2024/09/06,DE-HH,43
2024/09/07,DE-HH,6
2024/09/08,DE-HH,86
2024/09/09,DE-HH,38
2024/09/10,DE-HH,169
2024/09/11,DE-HH,30
2024/09/12,DE-HH,77
2024/09/13,DE-HH,40
2024/09/14,DE-HH,77
2024/09/15,DE-HH,119
2024/09/16,DE-HH,1
2024/09/17,DE-HH,773
2024/09/18,DE-HH,109
2024/09/19,DE-HH,34
2024/09/20,DE-HH,77
2024/09/21,DE-HH,86
2024/09/22,DE-HH,114
2024/09/23,DE-HH,694
2024/09/24,DE-HH,71
2024/09/25,DE-HH,121
2024/09/26,DE-HH,1317
2024/09/27,DE-HH,174
2024/09/28,DE-HH,400
2024/09/29,DE-HH,49
2024/09/30,DE-HH,1180
2024/10/01,DE-HH,557
2024/10/02,DE-HH,456
2024/10/03,DE-HH,91
2024/10/04,DE-HH,206
2024/10/05,DE-HH,105
2024/10/06,DE-HH,125
2024/10/07,DE-HH,3
2024/10/08,DE-HH,44
2024/10/09,DE-HH,60
2024/10/10,DE-HH,3
2024/10/11,DE-HH,124
2024/10/12,DE-HH,2772
2024/10/13,DE-HH,403
2024/10/14,DE-HH,422
2024/10/15,DE-HH,1541
2024/10/16,DE-HH,163
2024/10/17,DE-HH,183
2024/10/18,DE-HH,251
2024/10/19,DE-HH,240
2024/10/20,DE-HH,119
2024/10/21,DE-HH,49
2024/10/22,DE-HH,112
2024/10/23,DE-HH,25
2024/10/24,DE-HH,145
2024/10/25,DE-HH,59
2024/10/26,DE-HH,149
2024/10/27,DE-HH,109
2024/10/28,DE-HH,40
2024/10/29,DE-HH,132
2024/10/30,DE-HH,90
2024/10/31,DE-HH,136
2024/11/01,DE-HH,331
2024/11/02,DE-HH,755
2024/11/03,DE-HH,73
2024/11/04,DE-HH,324
2024/11/05,DE-HH,40
2024/11/06,DE-HH,53
2024/11/07,DE-HH,152
2024/11/08,DE-HH,0
2024/11/09,DE-HH,94
2024/11/10,DE-HH,144
2024/11/11,DE-HH,50
2024/11/12,DE-HH,88
2024/11/13,DE-HH,84
2024/11/14,DE-HH,0
2024/11/15,DE-HH,56
2024/11/16,DE-HH,469
2024/11/17,DE-HH,0
2024/11/18,DE-HH,78
2024/11/19,DE-HH,15
2024/11/20,DE-HH,0
2024/11/21,DE-HH,0
2024/11/22,DE-HH,131
2024/11/23,DE-HH,128
2024/11/24,DE-HH,30
2024/11/25,DE-HH,109
2024/11/26,DE-HH,93
2024/11/27,DE-HH,36
2024/11/28,DE-HH,17
2024/11/29,DE-HH,0
2024/11/30,DE-HH,112
2024/12/01,DE-HH,93
2024/12/02,DE-HH,88
2024/12/03,DE-HH,6
2024/12/04,DE-HH,135
2024/12/05,DE-HH,1
2024/12/06,DE-HH,31
2024/12/07,DE-HH,27
2024/12/08,DE-HH,4
2024/12/09,DE-HH,23
2024/12/10,DE-HH,82
2024/12/11,DE-HH,1
2024/12/12,DE-HH,22
2024/12/13,DE-HH,265
2024/12/14,DE-HH,44
2024/12/15,DE-HH,27
2024/12/16,DE-HH,23
2024/12/17,DE-HH,5
2024/12/18,DE-HH,100
2024/12/19,DE-HH,201
2024/12/20,DE-HH,69
2024/12/21,DE-HH,169
2024/12/22,DE-HH,72
2024/12/23,DE-HH,125
2024/12/24,DE-HH,189
2024/12/25,DE-HH,111
2024/12/26,DE-HH,86
2024/12/27,DE-HH,151
2024/12/28,DE-HH,215
2024/12/29,DE-HH,129
2024/12/30,DE-HH,265
2024/12/31,DE-HH,323
2025/01/01,DE-HH,188
2025/01/02,DE-HH,386
2025/01/03,DE-HH,175
2025/01/04,DE-HH,239
2025/01/05,DE-HH,152
2025/01/06,DE-HH,42
2025/01/07,DE-HH,40
2025/01/08,DE-HH,26
2025/01/09,DE-HH,0
2025/01/10,DE-HH,203
2025/01/11,DE-HH,232
2025/01/12,DE-HH,391
2025/01/13,DE-HH,1
2025/01/14,DE-HH,94
2025/01/15,DE-HH,77
2025/01/16,DE-HH,0
2025/01/17,DE-HH,157
2025/01/18,DE-HH,189
2025/01/19,DE-HH,543
2025/01/20,DE-HH,44
2025/01/21,DE-HH,76
2025/01/22,DE-HH,159
2025/01/23,DE-HH,0
2025/01/24,DE-HH,49
2025/01/25,DE-HH,241
2025/01/26,DE-HH,1599
2025/01/27,DE-HH,171
2025/01/28,DE-HH,77
2025/01/29,DE-HH,0
2025/01/30,DE-HH,28
2025/01/31,DE-HH,176
2025/02/01,DE-HH,161
2025/02/02,DE-HH,530
2025/02/03,DE-HH,173
2025/02/04,DE-HH,0
2025/02/05,DE-HH,9
2025/02/06,DE-HH,123
2025/02/07,DE-HH,145
2025/02/08,DE-HH,146
2025/02/09,DE-HH,588
2025/02/10,DE-HH,234
2025/02/11,DE-HH,231
2025/02/12,DE-HH,0
2025/02/13,DE-HH,389
2025/02/14,DE-HH,46
2025/02/15,DE-HH,269
2025/02/16,DE-HH,135
2025/02/17,DE-HH,41
2025/02/18,DE-HH,15
2025/02/19,DE-HH,20
2025/02/20,DE-HH,128
2025/02/21,DE-HH,249
2025/02/22,DE-HH,458
2025/02/23,DE-HH,546
2025/02/24,DE-HH,65
2025/02/25,DE-HH,65
2025/02/26,DE-HH,12
2025/02/27,DE-HH,152
2025/02/28,DE-HH,98
2025/03/01,DE-HH,162
2025/03/02,DE-HH,314
2025/03/03,DE-HH,22
2025/03/04,DE-HH,170
2025/03/05,DE-HH,122
2025/03/06,DE-HH,79
2025/03/07,DE-HH,195
2025/03/08,DE-HH,354
2025/03/09,DE-HH,277
2025/03/10,DE-HH,7
2025/03/11,DE-HH,3
2025/03/12,DE-HH,330
2025/03/13,DE-HH,95
2025/03/14,DE-HH,72
2025/03/15,DE-HH,158
2025/03/16,DE-HH,220
2025/03/17,DE-HH,91
2025/03/18,DE-HH,304
2025/03/19,DE-HH,499
2025/03/20,DE-HH,188
2025/03/21,DE-HH,362
2025/03/22,DE-HH,149
2025/03/23,DE-HH,291
2025/03/24,DE-HH,587
2025/03/25,DE-HH,312
2025/03/26,DE-HH,115
2025/03/27,DE-HH,2165
2025/03/28,DE-HH,232
2025/03/29,DE-HH,63
2025/03/30,DE-HH,229
2025/03/31,DE-HH,169
2025/04/01,DE-HH,159
2025/04/02,DE-HH,101
2025/04/03,DE-HH,81
2025/04/04,DE-HH,107
2025/04/05,DE-HH,207
2025/04/06,DE-HH,49
2025/04/07,DE-HH,134
2025/04/08,DE-HH,18
2025/04/09,DE-HH,100
2025/04/10,DE-HH,59
2025/04/11,DE-HH,98
2025/04/12,DE-HH,691
2025/04/13,DE-HH,247
2025/04/14,DE-HH,268
2025/04/15,DE-HH,71
2025/04/16,DE-HH,366
2025/04/17,DE-HH,105
2025/04/18,DE-HH,127
2025/04/19,DE-HH,11396
2025/04/20,DE-HH,6490
2025/04/21,DE-HH,569
2025/04/22,DE-HH,87
2025/04/23,DE-HH,277
2025/04/24,DE-HH,200
2025/04/25,DE-HH,118
2025/04/26,DE-HH,521
2025/04/27,DE-HH,207
2025/04/28,DE-HH,116
2025/04/29,DE-HH,183
2025/04/30,DE-HH,91
2025/05/01,DE-HH,211
2025/05/02,DE-HH,184
2025/05/03,DE-HH,313
2025/05/04,DE-HH,121
2025/05/05,DE-HH,202
2025/05/06,DE-HH,176
2025/05/07,DE-HH,77
2025/05/08,DE-HH,86
2025/05/09,DE-HH,98
2025/05/10,DE-HH,371
2025/05/11,DE-HH,87
2025/05/12,DE-HH,96
2025/05/13,DE-HH,154
2025/05/14,DE-HH,178
2025/05/15,DE-HH,193
2025/05/16,DE-HH,111
2025/05/17,DE-HH,166
2025/05/18,DE-HH,246
2025/05/19,DE-HH,128
2025/05/20,DE-HH,46
2025/05/21,DE-HH,411
2025/05/22,DE-HH,79
2025/05/23,DE-HH,102
2025/05/24,DE-HH,170
2025/05/25,DE-HH,315
2025/05/26,DE-HH,0
2025/05/27,DE-HH,10
2025/05/28,DE-HH,134
2025/05/29,DE-HH,318
2025/05/30,DE-HH,46
2025/05/31,DE-HH,101
2025/06/01,DE-HH,188
2025/06/02,DE-HH,308
2025/06/03,DE-HH,177
2025/06/04,DE-HH,116
2025/06/05,DE-HH,211
2025/06/06,DE-HH,71
2025/06/07,DE-HH,116
2025/06/08,DE-HH,322
2025/06/09,DE-HH,324
2025/06/10,DE-HH,390
2025/06/11,DE-HH,358
2025/06/12,DE-HH,159
2025/06/13,DE-HH,71
2025/06/14,DE-HH,372
2025/06/15,DE-HH,114
2025/06/16,DE-HH,374
2025/06/17,DE-HH,131
2025/06/18,DE-HH,749
2025/06/19,DE-HH,86
2025/06/20,DE-HH,226
2025/06/21,DE-HH,415
2025/06/22,DE-HH,34
2025/06/23,DE-HH,432
2025/06/24,DE-HH,156
2025/06/25,DE-HH,175
2025/06/26,DE-HH,151
2025/06/27,DE-HH,51
2025/06/28,DE-HH,140
2025/06/29,DE-HH,130
2025/06/30,DE-HH,119
2025/07/01,DE-HH,114
2025/07/02,DE-HH,59
2025/07/03,DE-HH,52
2025/07/04,DE-HH,192
2025/07/05,DE-HH,163
2025/07/06,DE-HH,117
2025/07/07,DE-HH,34
2025/07/08,DE-HH,64
2025/07/09,DE-HH,81
2025/07/10,DE-HH,47
2025/07/11,DE-HH,230
2025/07/12,DE-HH,96
2025/07/13,DE-HH,115
2025/07/14,DE-HH,179
2025/07/15,DE-HH,309
2025/07/16,DE-HH,157
2025/07/17,DE-HH,98
2025/07/18,DE-HH,118
2025/07/19,DE-HH,2312
2025/07/20,DE-HH,251
2025/07/21,DE-HH,210
2025/07/22,DE-HH,45
2025/07/23,DE-HH,21
2025/07/24,DE-HH,110
2025/07/25,DE-HH,211
2025/07/26,DE-HH,107
2025/07/27,DE-HH,0
2025/07/28,DE-HH,494
2025/07/29,DE-HH,15
2025/07/30,DE-HH,278
2025/07/31,DE-HH,197
2025/08/01,DE-HH,18
2025/08/02,DE-HH,48
2025/08/03,DE-HH,48
2025/08/04,DE-HH,95
2025/08/05,DE-HH,62
2025/08/06,DE-HH,9
2025/08/07,DE-HH,126
2025/08/08,DE-HH,82
2025/08/09,DE-HH,247
2025/08/10,DE-HH,610
2025/08/11,DE-HH,27
2025/08/12,DE-HH,6
2025/08/13,DE-HH,220
2025/08/14,DE-HH,74
2025/08/15,DE-HH,78
2025/08/16,DE-HH,9
2025/08/17,DE-HH,855
2025/08/18,DE-HH,65
2025/08/19,DE-HH,8
2025/08/20,DE-HH,152
2025/08/21,DE-HH,25
2025/08/22,DE-HH,0
2025/08/23,DE-HH,21
2025/08/24,DE-HH,780
2025/08/25,DE-HH,3
2025/08/26,DE-HH,37
2025/08/27,DE-HH,192
2025/08/28,DE-HH,0
2025/08/29,DE-HH,50
2025/08/30,DE-HH,34
2025/08/31,DE-HH,30
2025/09/01,DE-HH,19
2025/09/02,DE-HH,100
2025/09/03,DE-HH,59
2025/09/04,DE-HH,0
2025/09/05,DE-HH,28
2025/09/06,DE-HH,55
2025/09/07,DE-HH,174
2025/09/08,DE-HH,96
2025/09/09,DE-HH,62
2025/09/10,DE-HH,65
2025/09/11,DE-HH,64
2025/09/12,DE-HH,24
2025/09/13,DE-HH,6
2025/09/14,DE-HH,610
2025/09/15,DE-HH,973
2025/09/16,DE-HH,16
2025/09/17,DE-HH,788
2025/09/18,DE-HH,0
2025/09/19,DE-HH,104
2025/09/20,DE-HH,197
2025/09/21,DE-HH,352
2025/09/22,DE-HH,85
2025/09/23,DE-HH,119
2025/09/24,DE-HH,106
2025/09/25,DE-HH,86
2025/09/26,DE-HH,1848
2025/09/27,DE-HH,173
2025/09/28,DE-HH,159
2025/09/29,DE-HH,64
2025/09/30,DE-HH,731
2025/10/01,DE-HH,273
2025/10/02,DE-HH,43
2025/10/03,DE-HH,246
2025/10/04,DE-HH,52
2025/10/05,DE-HH,94
2025/10/06,DE-HH,42
2025/10/07,DE-HH,20
2025/10/08,DE-HH,49
2025/10/09,DE-HH,728
2025/10/10,DE-HH,156
2025/10/11,DE-HH,463
2025/10/12,DE-HH,414
2025/10/13,DE-HH,212
2025/10/14,DE-HH,123
2025/10/15,DE-HH,140
2025/10/16,DE-HH,280
2025/10/17,DE-HH,118
2025/10/18,DE-HH,441
2025/10/19,DE-HH,101
2025/10/20,DE-HH,266
2025/10/21,DE-HH,66
2025/10/22,DE-HH,95
2025/10/23,DE-HH,67
2025/10/24,DE-HH,273
2025/10/25,DE-HH,33
2025/10/26,DE-HH,8
2025/10/27,DE-HH,69
2025/10/28,DE-HH,0
2025/10/29,DE-HH,88
2025/10/30,DE-HH,21
2025/10/31,DE-HH,944
2025/11/01,DE-HH,390
2025/11/02,DE-HH,293
2025/11/03,DE-HH,9
2025/11/04,DE-HH,54
2025/11/05,DE-HH,118
2025/11/06,DE-HH,59
2025/11/07,DE-HH,90
2025/11/08,DE-HH,553
2025/11/09,DE-HH,1043
2025/11/10,DE-HH,141
2025/11/11,DE-HH,39
2025/11/12,DE-HH,24
2025/11/13,DE-HH,223
2025/11/14,DE-HH,0
2025/11/15,DE-HH,160
2025/11/16,DE-HH,286
2025/11/17,DE-HH,1129
2025/11/18,DE-HH,115
2025/11/19,DE-HH,75
2025/11/20,DE-HH,26
2025/11/21,DE-HH,8
2025/11/22,DE-HH,231
2025/11/23,DE-HH,235
2025/11/24,DE-HH,125
2025/11/25,DE-HH,281
2025/11/26,DE-HH,38
2025/11/27,DE-HH,10
2025/11/28,DE-HH,38
2025/11/29,DE-HH,341
2025/11/30,DE-HH,243
2025/12/01,DE-HH,92
2025/12/02,DE-HH,534
2025/12/03,DE-HH,38
2025/12/04,DE-HH,12
2025/12/05,DE-HH,217
2025/12/06,DE-HH,92
2025/12/07,DE-HH,783
2025/12/08,DE-HH,94
2025/12/09,DE-HH,3
2025/12/10,DE-HH,86
2025/12/11,DE-HH,403
2025/12/12,DE-HH,31
2025/12/13,DE-HH,110
2025/12/14,DE-HH,165
2025/12/15,DE-HH,51
2025/12/16,DE-HH,61
2025/12/17,DE-HH,166
2025/12/18,DE-HH,298
2025/12/19,DE-HH,431
2025/12/20,DE-HH,78
2025/12/21,DE-HH,280
2025/12/22,DE-HH,243
2025/12/23,DE-HH,61
2025/12/24,DE-HH,593
2025/12/25,DE-HH,184
2025/12/26,DE-HH,188
2025/12/27,DE-HH,230
2025/12/28,DE-HH,149
2025/12/29,DE-HH,85
2025/12/30,DE-HH,31
2025/12/31,DE-HH,23
