Date,PM2.5,PM10
2021-01-01,10.656666666666666,12.316666666666668
2021-01-02,12.819166666666668,15.302083333333334
2021-01-03,7.8125,8.68375
2021-01-04,1.9904166666666665,2.0625
2021-01-05,4.3825,4.529583333333333
2021-01-06,1.8954166666666667,2.07625
2021-01-07,2.566666666666667,2.7529166666666662
2021-01-08,5.1275,5.5129166666666665
2021-01-09,5.259583333333333,6.034166666666667
2021-01-10,9.555833333333334,11.340833333333334
2021-01-11,11.012916666666667,12.350416666666668
2021-01-12,2.28,2.7466666666666666
2021-01-13,0.9674999999999999,1.9437499999999999
2021-01-14,2.044166666666667,2.5791666666666666
2021-01-15,5.127083333333333,5.941666666666666
2021-01-16,6.958333333333333,8.164583333333333
2021-01-17,12.073749999999999,13.689583333333333
2021-01-18,6.225833333333333,7.24125
2021-01-19,3.52125,3.9691666666666667
2021-01-20,1.98375,2.7358333333333333
2021-01-21,1.495,2.0079166666666666
2021-01-22,2.652083333333333,3.3745833333333333
2021-01-23,11.2475,13.509166666666665
2021-01-24,10.157916666666667,11.02125
2021-01-25,13.4625,14.871666666666668
2021-01-26,10.687916666666666,11.4325
2021-01-27,6.074999999999999,6.97
2021-01-28,4.427272727272728,5.107727272727273
2021-01-29,4.810416666666667,5.159583333333333
2021-01-30,3.779166666666667,4.296666666666667
2021-01-31,10.627083333333333,12.024583333333334
2021-02-01,13.50625,15.457500000000001
2021-02-02,17.130416666666665,19.335
2021-02-03,6.566666666666666,7.75375
2021-02-04,10.63,11.693333333333333
2021-02-05,11.9325,12.623750000000001
2021-02-06,4.675833333333333,5.147916666666666
2021-02-07,1.2929166666666667,1.4829166666666669
2021-02-08,1.3866666666666667,1.6362500000000002
2021-02-09,3.7937499999999997,5.555833333333333
2021-02-10,4.646249999999999,5.547499999999999
2021-02-11,7.911666666666666,10.15875
2021-02-12,4.754166666666666,5.9925
2021-02-13,10.53,12.23625
2021-02-14,10.254583333333334,11.828333333333333
2021-02-15,4.57,5.156666666666667
2021-02-16,12.945,14.5175
2021-02-17,7.379583333333334,8.6675
2021-02-18,7.870416666666667,9.262916666666667
2021-02-19,7.78375,9.52625
2021-02-20,10.890833333333333,12.655000000000001
2021-02-21,15.607083333333334,17.889166666666664
2021-02-22,26.646666666666665,29.21166666666667
2021-02-23,27.368750000000002,31.670833333333334
2021-02-24,9.79875,12.332916666666668
2021-02-25,28.479583333333334,43.43
2021-02-26,7.968333333333334,10.470833333333333
2021-02-27,3.55875,6.4325
2021-02-28,10.366249999999999,12.275416666666667
2021-03-01,6.10625,8.839583333333334
2021-03-02,24.71083333333333,27.869583333333335
2021-03-03,38.880833333333335,44.251666666666665
2021-03-04,11.514583333333334,13.557916666666666
2021-03-05,5.09625,6.65125
2021-03-06,4.958333333333333,7.435
2021-03-07,5.337083333333333,7.102916666666666
2021-03-08,6.927083333333333,8.897499999999999
2021-03-09,8.876666666666667,10.25625
2021-03-10,11.682916666666666,13.516666666666666
2021-03-11,3.2541666666666664,3.469583333333333
2021-03-12,1.3766666666666667,1.7437500000000001
2021-03-13,1.3704166666666666,1.6054166666666667
2021-03-14,2.3337499999999998,2.7595833333333335
2021-03-15,2.59125,3.467916666666667
2021-03-16,2.1879166666666667,4.562916666666667
2021-03-17,4.284583333333333,6.279583333333334
2021-03-18,10.798333333333334,12.414583333333333
2021-03-19,4.906666666666667,5.91125
2021-03-20,3.8000000000000003,5.821666666666666
2021-03-21,1.9775,5.141666666666667
2021-03-22,1.8679166666666667,5.190833333333333
2021-03-23,11.368333333333332,14.686250000000001
2021-03-24,37.30083333333334,41.57541666666666
2021-03-25,48.67791666666667,54.37416666666667
2021-03-26,18.699166666666667,20.75166666666667
2021-03-27,3.6962499999999996,4.2091666666666665
2021-03-28,6.557826086956522,8.134782608695652
2021-03-29,14.182083333333333,17.256666666666664
2021-03-30,32.31375,36.7325
2021-03-31,29.406666666666666,34.543749999999996
2022-01-01,4.720416666666667,6.920000000000001
2022-01-02,3.6641666666666666,4.140833333333333
2022-01-03,2.0479166666666666,2.6841666666666666
2022-01-04,3.297916666666667,3.9491666666666667
2022-01-05,1.9604166666666665,3.2716666666666665
2022-01-06,3.8791666666666664,6.7825
2022-01-07,4.2675,5.445
2022-01-08,6.9925,8.00375
2022-01-09,0.9320833333333334,1.2220833333333332
2022-01-10,8.520416666666668,10.822083333333333
2022-01-11,22.81458333333333,26.21375
2022-01-12,13.90125,15.762916666666667
2022-01-13,17.092916666666667,19.952916666666667
2022-01-14,13.191249999999998,17.97125
2022-01-15,8.515833333333333,11.89
2022-01-16,11.449166666666665,12.73625
2022-01-17,1.9754166666666668,6.626666666666666
2022-01-18,2.841666666666667,7.3825
2022-01-19,7.826666666666667,9.62625
2022-01-20,1.1300000000000001,2.558333333333333
2022-01-21,1.1320833333333333,2.51625
2022-01-22,2.3491666666666666,3.6595833333333334
2022-01-23,2.0549999999999997,3.81
2022-01-24,16.00136363636364,18.115
2022-01-25,16.798333333333332,18.195416666666667
2022-01-26,20.130416666666665,21.817083333333333
2022-01-27,9.349583333333333,10.37125
2022-01-28,1.7779166666666668,6.235833333333333
2022-01-29,5.872083333333333,7.355
2022-01-30,1.8333333333333333,8.450833333333334
2022-01-31,4.097083333333333,5.733750000000001
2022-02-01,2.7525,3.4416666666666664
2022-02-02,1.6295833333333334,4.066666666666666
2022-02-03,8.689583333333333,10.172083333333333
2022-02-04,8.6375,9.91625
2022-02-05,3.81,4.72125
2022-02-06,0.7079166666666666,0.82125
2022-02-07,1.2766666666666666,2.72125
2022-02-08,6.76125,8.759166666666667
2022-02-09,8.225833333333332,9.883750000000001
2022-02-10,17.118750000000002,18.900833333333335
2022-02-11,5.865833333333334,7.235416666666667
2022-02-12,5.21625,7.763750000000001
2022-02-13,13.774166666666666,15.064583333333333
2022-02-14,7.242916666666666,8.150833333333333
2022-02-15,6.05375,7.2625
2022-02-16,1.2216666666666667,1.4229166666666666
2022-02-17,0.8683333333333333,1.97375
2022-02-18,3.5366666666666666,4.462083333333333
2022-02-19,0.8866666666666667,1.4766666666666666
2022-02-20,0.915,1.05
2022-02-21,0.6963636363636364,1.1618181818181819
2022-02-22,2.68125,5.402916666666666
2022-02-23,4.9504166666666665,7.754583333333334
2022-02-24,5.296666666666667,6.59875
2022-02-25,2.763333333333333,4.02625
2022-02-26,2.1679166666666667,5.485833333333333
2022-02-27,8.071250000000001,9.72125
2022-02-28,11.523333333333333,13.284999999999998
2022-03-01,11.3525,13.657499999999999
2022-03-02,21.268333333333334,26.075
2022-03-03,22.39625,26.327916666666667
2022-03-04,8.053333333333333,10.703333333333333
2022-03-05,5.605833333333333,8.014166666666666
2022-03-06,3.6320833333333336,5.118333333333333
2022-03-07,8.38875,11.609583333333333
2022-03-08,7.687916666666666,9.9575
2022-03-09,15.256666666666666,18.133333333333333
2022-03-10,19.960416666666667,22.22583333333333
2022-03-11,11.922083333333333,13.511249999999999
2022-03-12,8.084999999999999,9.52375
2022-03-13,15.302916666666667,17.320416666666667
2022-03-14,14.517083333333334,16.467916666666667
2022-03-15,14.17125,17.794166666666666
2022-03-16,17.387083333333333,19.839583333333334
2022-03-17,8.965,10.904583333333333
2022-03-18,12.358333333333334,16.332916666666666
2022-03-19,6.550833333333333,8.481666666666667
2022-03-20,14.21125,15.464583333333332
2022-03-21,15.434166666666668,17.515833333333333
2022-03-22,20.640833333333333,24.270833333333332
2022-03-23,26.094583333333333,31.282916666666665
2022-03-24,26.87708333333333,32.23833333333334
2022-03-25,30.49625,37.794583333333335
2022-03-26,34.29708333333333,38.237500000000004
2022-03-27,8.560434782608695,12.28217391304348
2022-03-28,4.898333333333333,6.882083333333333
2022-03-29,3.248333333333333,5.28
2022-03-30,3.1512499999999997,6.729583333333333
2022-03-31,4.9904166666666665,6.1745833333333335
2023-01-01,3.07875,4.524166666666667
2023-01-02,2.9120833333333334,3.2183333333333333
2023-01-03,6.422916666666667,7.77875
2023-01-04,1.2237500000000001,1.6070833333333334
2023-01-05,2.8508333333333336,4.2716666666666665
2023-01-06,4.615833333333334,6.016666666666667
2023-01-07,2.794166666666667,3.606666666666667
2023-01-08,2.8383333333333334,3.2216666666666662
2023-01-09,1.8379166666666666,2.2154166666666666
2023-01-10,5.384166666666666,7.447500000000001
2023-01-11,2.0029166666666667,2.7895833333333333
2023-01-12,1.4320833333333332,1.6095833333333334
2023-01-13,1.29875,1.74125
2023-01-14,2.045833333333333,2.907916666666667
2023-01-15,0.7170833333333334,0.9375
2023-01-16,0.6879166666666666,1.0308333333333335
2023-01-17,2.5375,3.4116666666666666
2023-01-18,16.398333333333333,19.299583333333334
2023-01-19,4.913333333333333,5.879583333333334
2023-01-20,8.69125,10.31
2023-01-21,8.9225,9.895833333333334
2023-01-22,1.8570833333333334,2.0879166666666666
2023-01-23,7.995,9.214166666666666
2023-01-24,7.825833333333333,9.210416666666667
2023-01-25,11.15375,13.105416666666665
2023-01-26,16.985,18.287499999999998
2023-01-27,3.2874999999999996,3.9808333333333334
2023-01-28,4.535416666666666,5.659583333333334
2023-01-29,11.162916666666668,12.7575
2023-01-30,4.195833333333334,6.251666666666666
2023-01-31,2.8766666666666665,5.167083333333333
2023-02-01,1.3854166666666667,2.497916666666667
2023-02-02,1.82125,3.9425000000000003
2023-02-03,3.3995833333333336,5.527083333333334
2023-02-04,3.519166666666667,5.105833333333334
2023-02-05,7.87125,9.659583333333334
2023-02-06,8.739583333333334,10.88875
2023-02-07,19.02125,22.55875
2023-02-08,26.142083333333332,30.14625
2023-02-09,16.357083333333332,18.76625
2023-02-10,23.072083333333335,26.537916666666664
2023-02-11,15.874583333333334,19.603333333333335
2023-02-12,9.12375,13.001666666666667
2023-02-13,16.226666666666667,19.219583333333333
2023-02-14,19.0775,21.757499999999997
2023-02-15,43.39541666666667,46.17791666666667
2023-02-16,44.160833333333336,46.975833333333334
2023-02-17,7.185,7.958749999999999
2023-02-18,3.1983333333333337,4.172083333333333
2023-02-19,1.6554166666666668,2.5004166666666667
2023-02-20,6.263750000000001,7.449583333333333
2023-02-21,10.902083333333332,12.158333333333333
2023-02-22,21.211666666666666,23.742083333333337
2023-02-23,26.705,30.64
2023-02-25,0.9545454545454546,1.4836363636363636
2023-02-26,1.2983333333333333,2.0241666666666664
2023-02-27,6.386666666666667,8.327916666666667
2023-02-28,6.324166666666667,9.237083333333333
2023-03-01,13.077083333333334,17.201249999999998
2023-03-02,22.02208333333333,23.97
2023-03-03,16.030416666666667,19.253333333333334
2023-03-04,2.2429166666666664,6.158333333333334
2023-03-05,1.0520833333333333,1.7804166666666668
2023-03-06,4.900416666666667,5.9575
2023-03-07,2.64125,3.0745833333333334
2023-03-08,4.287916666666667,5.165416666666666
2023-03-09,6.115833333333334,6.857499999999999
2023-03-10,6.655,7.06125
2023-03-11,2.7687500000000003,4.17875
2023-03-12,9.441666666666666,11.557916666666666
2023-03-13,2.66125,3.3216666666666668
2023-03-14,0.7933333333333333,1.68875
2023-03-15,2.5383333333333336,4.191666666666666
2023-03-16,7.470833333333334,8.951666666666666
2023-03-17,12.795416666666666,14.183333333333332
2023-03-18,8.613750000000001,10.074583333333333
2023-03-19,9.85125,12.57
2023-03-20,8.597083333333334,10.284583333333334
2023-03-21,15.182083333333333,16.387916666666666
2023-03-22,5.8379166666666675,6.85625
2023-03-23,1.9725,2.3920833333333333
2023-03-24,2.189583333333333,2.61625
2023-03-25,2.02375,2.34875
2023-03-26,2.6017391304347823,4.864347826086957
2023-03-27,1.0141666666666667,2.2133333333333334
2023-03-28,2.5875,4.329166666666667
2023-03-29,12.137916666666667,13.974166666666667
2023-03-30,4.916666666666667,5.902083333333334
2023-03-31,4.245,4.994166666666667
2024-01-01,0.91125,1.2966666666666666
2024-01-02,1.7295833333333333,2.067083333333333
2024-01-03,0.5287499999999999,0.6920833333333333
2024-01-04,0.7341666666666667,0.9804166666666667
2024-01-05,3.1649999999999996,3.640833333333333
2024-01-06,5.230416666666667,5.598333333333334
2024-01-07,1.5599999999999998,1.7733333333333334
2024-01-08,2.151666666666667,2.3825
2024-01-09,3.125,3.925
2024-01-10,8.226363636363637,10.837272727272726
2024-01-11,13.81,16.2775
2024-01-12,8.208333333333334,12.832916666666668
2024-01-13,2.829166666666667,4.5675
2024-01-14,1.8845833333333333,2.1350000000000002
2024-01-15,0.51375,0.72125
2024-01-16,3.1529166666666666,4.147916666666666
2024-01-17,12.030416666666667,13.92375
2024-01-18,11.33,12.954166666666666
2024-01-19,3.56625,4.5675
2024-01-20,10.29625,11.813333333333333
2024-01-21,5.492916666666666,6.221666666666667
2024-01-22,1.1670833333333335,1.4516666666666669
2024-01-23,1.0941666666666667,2.4258333333333333
2024-01-24,1.0666666666666667,2.4775
2024-01-25,3.8200000000000003,7.791250000000001
2024-01-26,3.08,4.1466666666666665
2024-01-27,7.325833333333333,10.515416666666667
2024-01-28,11.856666666666667,14.810416666666667
2024-01-29,11.539583333333333,13.178333333333335
2024-01-30,20.124583333333334,22.802916666666665
2024-01-31,2.7416666666666667,4.270416666666667
2024-02-01,2.939166666666667,5.35625
2024-02-02,8.2975,10.572916666666666
2024-02-03,4.224166666666666,4.7908333333333335
2024-02-04,1.8875,2.695
2024-02-05,2.2341666666666664,3.543333333333333
2024-02-06,1.7225000000000001,1.99125
2024-02-07,1.2666666666666666,2.265416666666667
2024-02-08,13.044583333333334,-401.0741666666667
2024-02-09,4.422916666666667,4.970416666666667
2024-02-10,3.42,4.413333333333333
2024-02-11,10.783333333333333,11.972916666666668
2024-02-12,7.286666666666666,8.460833333333333
2024-02-13,11.180833333333332,12.992083333333333
2024-02-14,4.05,4.51625
2024-02-15,5.6866666666666665,6.454999999999999
2024-02-16,5.988333333333333,6.979166666666667
2024-02-17,3.7270833333333333,5.642500000000001
2024-02-18,11.09625,12.660416666666668
2024-02-19,1.73125,2.1149999999999998
2024-02-20,4.855416666666667,6.52
2024-02-21,5.297916666666667,6.279166666666666
2024-02-22,1.3008333333333333,1.5595833333333333
2024-02-23,0.9395833333333333,1.4633333333333332
2024-02-24,3.46625,4.361666666666667
2024-02-25,2.99625,3.8800000000000003
2024-02-26,7.07,8.716666666666667
2024-02-27,14.074583333333335,15.34125
2024-02-28,25.590416666666666,28.335416666666664
2024-02-29,21.447083333333335,23.215833333333332
2024-03-01,22.30541666666667,23.953333333333333
2024-03-02,11.660833333333334,12.966666666666667
2024-03-03,13.965000000000002,15.410000000000002
2024-03-04,11.0375,14.070416666666667
2024-03-05,14.358333333333334,15.85375
2024-03-06,7.69125,9.5975
2024-03-07,16.466666666666665,18.572083333333335
2024-03-08,17.299583333333334,19.004583333333333
2024-03-09,13.57875,14.879166666666668
2024-03-10,11.370416666666666,12.766666666666666
2024-03-11,8.25,10.025416666666667
2024-03-12,7.84625,9.524166666666668
2024-03-13,10.910416666666665,12.92
2024-03-14,9.454583333333334,11.345416666666665
2024-03-15,7.541250000000001,8.352083333333333
2024-03-16,3.3966666666666665,4.65375
2024-03-17,4.450833333333333,7.164166666666667
2024-03-18,5.97625,7.5008333333333335
2024-03-19,11.96125,14.216666666666667
2024-03-20,18.92625,22.3425
2024-03-21,14.325416666666667,16.398333333333333
2024-03-22,11.190833333333332,12.170416666666666
2024-03-23,2.8533333333333335,3.4458333333333333
2024-03-24,1.7441666666666666,2.01625
2024-03-25,2.8408333333333338,4.56125
2024-03-26,11.455,13.059166666666668
2024-03-27,18.105833333333333,20.318749999999998
2024-03-28,2.22,2.530416666666667
2024-03-29,1.3266666666666667,1.8150000000000002
2024-03-30,5.364583333333333,10.071250000000001
2024-03-31,5.947826086956522,8.054782608695652
2025-01-01,2.415,3.01
2025-01-02,0.8629166666666667,1.5145833333333334
2025-01-03,1.0258333333333334,1.6933333333333334
2025-01-04,6.614999999999999,7.778333333333333
2025-01-05,6.46375,7.071666666666666
2025-01-06,0.73875,0.93
2025-01-07,0.9004166666666666,1.2054166666666666
2025-01-08,4.690416666666667,5.789583333333334
2025-01-09,8.9025,9.44
2025-01-10,2.762916666666667,3.44375
2025-01-11,2.1462499999999998,2.66
2025-01-12,2.1804166666666664,2.7795833333333335
2025-01-13,13.707916666666668,15.045416666666666
2025-01-14,12.832083333333335,14.719166666666666
2025-01-15,10.48,12.374166666666667
2025-01-16,13.709583333333335,15.644166666666665
2025-01-17,18.926666666666666,20.625
2025-01-18,27.4475,28.58375
2025-01-19,25.94666666666667,27.09
2025-01-20,38.86333333333334,41.49791666666667
2025-01-21,48.47375,51.99541666666667
2025-01-22,31.428749999999997,33.089166666666664
2025-01-23,8.921666666666667,9.392083333333334
2025-01-24,1.8970833333333335,2.2525
2025-01-25,2.692083333333333,3.0400000000000005
2025-01-26,5.6554166666666665,6.093333333333334
2025-01-27,0.9379166666666667,1.27375
2025-01-28,1.9416666666666667,2.6279166666666667
2025-01-29,1.2058333333333333,1.5841666666666667
2025-01-30,4.075,4.655833333333333
2025-01-31,6.254583333333334,7.416666666666667
2025-02-01,32.70916666666667,36.40125
2025-02-02,28.417083333333334,31.06833333333333
2025-02-03,31.610416666666666,36.75541666666667
2025-02-04,38.283750000000005,42.00666666666667
2025-02-05,27.537499999999998,30.30333333333333
2025-02-06,14.953333333333333,17.162916666666668
2025-02-07,5.2975,6.736666666666667
2025-02-08,23.558333333333334,25.3875
2025-02-09,27.691666666666666,30.429166666666664
2025-02-10,21.845416666666665,24.642916666666665
2025-02-11,19.75,21.824166666666667
2025-02-12,27.8325,31.023750000000003
2025-02-13,16.512916666666666,17.944583333333334
2025-02-14,5.412916666666667,6.364166666666667
2025-02-15,11.154583333333333,13.480416666666665
2025-02-16,6.523333333333333,8.06125
2025-02-17,13.495416666666666,15.359166666666667
2025-02-18,12.612083333333333,14.555833333333334
2025-02-19,9.714166666666666,10.782083333333333
2025-02-20,24.882916666666663,26.9875
2025-02-21,27.16125,28.73
2025-02-22,20.53875,21.849166666666665
2025-02-23,10.700000000000001,12.11125
2025-02-24,7.8691666666666675,9.042083333333332
2025-02-25,9.133750000000001,10.907083333333333
2025-02-26,12.119583333333333,14.045
2025-02-27,7.464166666666666,8.475833333333332
2025-02-28,7.279166666666666,8.236666666666666
2025-03-01,11.1075,12.481250000000001
2025-03-02,8.12,9.807083333333333
2025-03-03,19.824166666666667,23.38083333333333
2025-03-04,52.67291666666667,57.61416666666667
2025-03-05,81.465,87.535
2025-03-07,59.14045454545454,62.365
2025-03-08,52.93958333333333,57.377916666666664
2025-03-09,50.78791666666667,55.115
2025-03-10,78.29583333333333,83.51375
2025-03-11,53.94708333333333,56.71
2025-03-12,4.334583333333334,6.5375000000000005
2025-03-13,7.854583333333333,10.938333333333333
2025-03-14,5.504583333333333,7.88
2025-03-15,5.907916666666666,6.7250000000000005
2025-03-16,5.69,7.265833333333333
2025-03-17,2.3745833333333333,3.5529166666666665
2025-03-18,8.66625,11.96375
2025-03-19,14.629166666666668,17.567916666666665
2025-03-20,26.30666666666667,29.485416666666666
2025-03-21,28.819999999999997,31.690833333333334
2025-03-22,33.295,34.954166666666666
2025-03-23,26.5125,28.559166666666666
2025-03-24,32.020833333333336,36.27875
2025-03-25,22.70625,24.528333333333332
2025-03-26,22.89,23.564999999999998
2025-03-27,9.176363636363636,11.775
2025-03-28,22.611666666666665,26.552083333333332
2025-03-29,12.515833333333333,14.804166666666667
2025-03-30,5.51,9.955
