Date,Region,Species,Count
2024/08/19,DE-NI,Common Crane,21
2024/08/20,DE-NI,Common Crane,3
2024/08/22,DE-NI,Common Crane,1
2024/08/24,DE-NI,Common Crane,2
2024/08/25,DE-NI,Common Crane,2
2024/08/26,DE-NI,Common Crane,0
2024/08/27,DE-NI,Common Crane,300
2024/08/28,DE-NI,Common Crane,375
2024/08/29,DE-NI,Common Crane,200
2024/08/30,DE-NI,Common Crane,370
2024/08/31,DE-NI,Common Crane,120
2024/09/01,DE-NI,Common Crane,3
2024/09/02,DE-NI,Common Crane,3
2024/09/03,DE-NI,Common Crane,3
2024/09/05,DE-NI,Common Crane,2
2024/09/06,DE-NI,Common Crane,100
2024/09/07,DE-NI,Common Crane,10
2024/09/08,DE-NI,Common Crane,3
2024/09/09,DE-NI,Common Crane,7
2024/09/10,DE-NI,Common Crane,4
2024/09/11,DE-NI,Common Crane,1
2024/09/12,DE-NI,Common Crane,2
2024/09/13,DE-NI,Common Crane,3
2024/09/14,DE-NI,Common Crane,2
2024/09/15,DE-NI,Common Crane,4
2024/09/16,DE-NI,Common Crane,24
2024/09/17,DE-NI,Common Crane,17
2024/09/18,DE-NI,Common Crane,4
2024/09/20,DE-NI,Common Crane,2
2024/09/21,DE-NI,Common Crane,2
2024/09/22,DE-NI,Common Crane,0
2024/09/23,DE-NI,Common Crane,3
2024/09/24,DE-NI,Common Crane,3
2024/09/26,DE-NI,Common Crane,1
2024/09/28,DE-NI,Common Crane,44
2024/09/29,DE-NI,Common Crane,30
2024/10/02,DE-NI,Common Crane,26
2024/10/03,DE-NI,Common Crane,0
2024/10/04,DE-NI,Common Crane,0
2024/10/05,DE-NI,Common Crane,6
2024/10/06,DE-NI,Common Crane,15
2024/10/10,DE-NI,Common Crane,2000
2024/10/11,DE-NI,Common Crane,35
2024/10/12,DE-NI,Common Crane,6
2024/10/13,DE-NI,Common Crane,8
2024/10/14,DE-NI,Common Crane,9
2024/10/15,DE-NI,Common Crane,16
2024/10/16,DE-NI,Common Crane,120
2024/10/17,DE-NI,Common Crane,3
2024/10/18,DE-NI,Common Crane,70
2024/10/20,DE-NI,Common Crane,0
2024/10/21,DE-NI,Common Crane,224
2024/10/22,DE-NI,Common Crane,0
2024/10/23,DE-NI,Common Crane,2
2024/10/24,DE-NI,Common Crane,60
2024/10/25,DE-NI,Common Crane,140
2024/10/26,DE-NI,Common Crane,2000
2024/10/27,DE-NI,Common Crane,4
2024/10/28,DE-NI,Common Crane,25
2024/10/29,DE-NI,Common Crane,2
2024/10/30,DE-NI,Common Crane,1
2024/11/01,DE-NI,Common Crane,1000
2024/11/02,DE-NI,Common Crane,0
2024/11/03,DE-NI,Common Crane,50
2024/11/04,DE-NI,Common Crane,3
2024/11/05,DE-NI,Common Crane,100
2024/11/06,DE-NI,Common Crane,400
2024/11/07,DE-NI,Common Crane,100
2024/11/08,DE-NI,Common Crane,300
2024/11/09,DE-NI,Common Crane,250
2024/11/10,DE-NI,Common Crane,40
2024/11/11,DE-NI,Common Crane,20
2024/11/12,DE-NI,Common Crane,1
2024/11/14,DE-NI,Common Crane,2
2024/11/16,DE-NI,Common Crane,3
2024/11/17,DE-NI,Common Crane,16
2024/11/18,DE-NI,Common Crane,27
2024/11/21,DE-NI,Common Crane,45
2024/11/23,DE-NI,Common Crane,30
2024/11/24,DE-NI,Common Crane,9
2024/11/25,DE-NI,Common Crane,9
2024/11/28,DE-NI,Common Crane,1
2024/11/29,DE-NI,Common Crane,42
2024/11/30,DE-NI,Common Crane,73
2024/12/01,DE-NI,Common Crane,1
2024/12/02,DE-NI,Common Crane,6
2024/12/04,DE-NI,Common Crane,96
2024/12/08,DE-NI,Common Crane,60
2024/12/09,DE-NI,Common Crane,4
2024/12/10,DE-NI,Common Crane,1000
2024/12/11,DE-NI,Common Crane,1
2024/12/12,DE-NI,Common Crane,90
2024/12/13,DE-NI,Common Crane,0
2024/12/14,DE-NI,Common Crane,32
2024/12/15,DE-NI,Common Crane,50
2024/12/16,DE-NI,Common Crane,66
2024/12/17,DE-NI,Common Crane,3
2024/12/18,DE-NI,Common Crane,5
2024/12/19,DE-NI,Common Crane,34
2024/12/20,DE-NI,Common Crane,2
2024/12/21,DE-NI,Common Crane,7
2024/12/22,DE-NI,Common Crane,7
2024/12/23,DE-NI,Common Crane,9
2024/12/24,DE-NI,Common Crane,0
2024/12/25,DE-NI,Common Crane,15
2024/12/26,DE-NI,Common Crane,1
2024/12/27,DE-NI,Common Crane,5
2024/12/28,DE-NI,Common Crane,0
2024/12/29,DE-NI,Common Crane,4
2024/12/30,DE-NI,Common Crane,1
2024/12/31,DE-NI,Common Crane,50
2025/01/01,DE-NI,Common Crane,2
2025/01/02,DE-NI,Common Crane,18
2025/01/03,DE-NI,Common Crane,3
2025/01/04,DE-NI,Common Crane,4
2025/01/05,DE-NI,Common Crane,6
2025/01/07,DE-NI,Common Crane,6
2025/01/08,DE-NI,Common Crane,2
2025/01/09,DE-NI,Common Crane,2
2025/01/11,DE-NI,Common Crane,3
2025/01/12,DE-NI,Common Crane,28
2025/01/13,DE-NI,Common Crane,1
2025/01/14,DE-NI,Common Crane,3
2025/01/15,DE-NI,Common Crane,8
2025/01/16,DE-NI,Common Crane,3
2025/01/19,DE-NI,Common Crane,3
2025/01/20,DE-NI,Common Crane,10
2025/01/21,DE-NI,Common Crane,3
2025/01/22,DE-NI,Common Crane,14
2025/01/23,DE-NI,Common Crane,2
2025/01/24,DE-NI,Common Crane,3
2025/01/25,DE-NI,Common Crane,15
2025/01/26,DE-NI,Common Crane,3
2025/01/27,DE-NI,Common Crane,8
2025/01/28,DE-NI,Common Crane,2
2025/01/29,DE-NI,Common Crane,0
2025/01/31,DE-NI,Common Crane,2
2025/02/01,DE-NI,Common Crane,8
2025/02/02,DE-NI,Common Crane,8
2025/02/03,DE-NI,Common Crane,0
2025/02/04,DE-NI,Common Crane,7
2025/02/05,DE-NI,Common Crane,3
2025/02/06,DE-NI,Common Crane,3
2025/02/07,DE-NI,Common Crane,2
2025/02/08,DE-NI,Common Crane,3
2025/02/09,DE-NI,Common Crane,30
2025/02/10,DE-NI,Common Crane,42
2025/02/11,DE-NI,Common Crane,300
2025/02/12,DE-NI,Common Crane,97
2025/02/13,DE-NI,Common Crane,67
2025/02/14,DE-NI,Common Crane,28
2025/02/15,DE-NI,Common Crane,4
2025/02/16,DE-NI,Common Crane,2
2025/02/17,DE-NI,Common Crane,25
2025/02/18,DE-NI,Common Crane,0
2025/02/19,DE-NI,Common Crane,3
2025/02/20,DE-NI,Common Crane,0
2025/02/21,DE-NI,Common Crane,0
2025/02/22,DE-NI,Common Crane,30
2025/02/23,DE-NI,Common Crane,0
2025/02/24,DE-NI,Common Crane,0
2025/02/25,DE-NI,Common Crane,14
2025/02/26,DE-NI,Common Crane,13
2025/02/27,DE-NI,Common Crane,0
2025/02/28,DE-NI,Common Crane,2
2025/03/01,DE-NI,Common Crane,40
2025/03/02,DE-NI,Common Crane,10
2025/03/03,DE-NI,Common Crane,40
2025/03/04,DE-NI,Common Crane,0
2025/03/05,DE-NI,Common Crane,3
2025/03/06,DE-NI,Common Crane,120
2025/03/07,DE-NI,Common Crane,20
2025/03/08,DE-NI,Common Crane,2
2025/03/09,DE-NI,Common Crane,6
2025/03/10,DE-NI,Common Crane,9
2025/03/11,DE-NI,Common Crane,1
2025/03/12,DE-NI,Common Crane,34
2025/03/14,DE-NI,Common Crane,2
2025/03/15,DE-NI,Common Crane,48
2025/03/16,DE-NI,Common Crane,2
2025/03/17,DE-NI,Common Crane,0
2025/03/18,DE-NI,Common Crane,3
2025/03/19,DE-NI,Common Crane,0
2025/03/20,DE-NI,Common Crane,0
2025/03/21,DE-NI,Common Crane,1
2025/03/22,DE-NI,Common Crane,3
2025/03/23,DE-NI,Common Crane,2
2025/03/24,DE-NI,Common Crane,13
2025/03/25,DE-NI,Common Crane,2
2025/03/26,DE-NI,Common Crane,2
2025/03/27,DE-NI,Common Crane,1
2025/03/28,DE-NI,Common Crane,12
2025/03/29,DE-NI,Common Crane,8
2025/03/30,DE-NI,Common Crane,0
2025/03/31,DE-NI,Common Crane,8
2025/04/01,DE-NI,Common Crane,9
2025/04/02,DE-NI,Common Crane,2
2025/04/03,DE-NI,Common Crane,35
2025/04/04,DE-NI,Common Crane,1
2025/04/05,DE-NI,Common Crane,4
2025/04/06,DE-NI,Common Crane,2
2025/04/07,DE-NI,Common Crane,1
2025/04/08,DE-NI,Common Crane,1
2025/04/09,DE-NI,Common Crane,2
2025/04/10,DE-NI,Common Crane,0
2025/04/11,DE-NI,Common Crane,6
2025/04/12,DE-NI,Common Crane,4
2025/04/13,DE-NI,Common Crane,1
2025/04/14,DE-NI,Common Crane,40
2025/04/15,DE-NI,Common Crane,4
2025/04/16,DE-NI,Common Crane,1
2025/04/17,DE-NI,Common Crane,6
2025/04/18,DE-NI,Common Crane,3
2025/04/19,DE-NI,Common Crane,4
2025/04/20,DE-NI,Common Crane,1
2025/04/21,DE-NI,Common Crane,23
2025/04/22,DE-NI,Common Crane,3
2025/04/23,DE-NI,Common Crane,2
2025/04/24,DE-NI,Common Crane,1
2025/04/25,DE-NI,Common Crane,11
2025/04/26,DE-NI,Common Crane,1
2025/04/27,DE-NI,Common Crane,2
2025/04/28,DE-NI,Common Crane,5
2025/04/29,DE-NI,Common Crane,3
2025/04/30,DE-NI,Common Crane,3
2025/05/01,DE-NI,Common Crane,76
2025/05/02,DE-NI,Common Crane,2
2025/05/03,DE-NI,Common Crane,2
2025/05/04,DE-NI,Common Crane,0
2025/05/05,DE-NI,Common Crane,2
2025/05/06,DE-NI,Common Crane,4
2025/05/07,DE-NI,Common Crane,1
2025/05/08,DE-NI,Common Crane,2
2025/05/09,DE-NI,Common Crane,3
2025/05/10,DE-NI,Common Crane,40
2025/05/11,DE-NI,Common Crane,1
2025/05/12,DE-NI,Common Crane,2
2025/05/13,DE-NI,Common Crane,2
2025/05/14,DE-NI,Common Crane,1
2025/05/15,DE-NI,Common Crane,3
2025/05/16,DE-NI,Common Crane,3
2025/05/17,DE-NI,Common Crane,2
2025/05/18,DE-NI,Common Crane,3
2025/05/19,DE-NI,Common Crane,12
2025/05/20,DE-NI,Common Crane,2
2025/05/21,DE-NI,Common Crane,5
2025/05/22,DE-NI,Common Crane,1
2025/05/23,DE-NI,Common Crane,1
2025/05/24,DE-NI,Common Crane,3
2025/05/25,DE-NI,Common Crane,15
2025/05/26,DE-NI,Common Crane,25
2025/05/27,DE-NI,Common Crane,38
2025/05/28,DE-NI,Common Crane,1
2025/05/29,DE-NI,Common Crane,4
2025/05/30,DE-NI,Common Crane,1
2025/05/31,DE-NI,Common Crane,2
2025/06/01,DE-NI,Common Crane,2
2025/06/02,DE-NI,Common Crane,1
2025/06/03,DE-NI,Common Crane,4
2025/06/05,DE-NI,Common Crane,10
2025/06/06,DE-NI,Common Crane,11
2025/06/07,DE-NI,Common Crane,3
2025/06/08,DE-NI,Common Crane,24
2025/06/09,DE-NI,Common Crane,9
2025/06/11,DE-NI,Common Crane,2
2025/06/12,DE-NI,Common Crane,20
2025/06/14,DE-NI,Common Crane,1
2025/06/15,DE-NI,Common Crane,1
2025/06/17,DE-NI,Common Crane,2
2025/06/19,DE-NI,Common Crane,2
2025/06/20,DE-NI,Common Crane,0
2025/06/21,DE-NI,Common Crane,6
2025/06/22,DE-NI,Common Crane,1
2025/06/23,DE-NI,Common Crane,7
2025/06/25,DE-NI,Common Crane,2
2025/06/26,DE-NI,Common Crane,2
2025/06/27,DE-NI,Common Crane,4
2025/06/28,DE-NI,Common Crane,1
2025/06/30,DE-NI,Common Crane,1
2025/07/03,DE-NI,Common Crane,5
2025/07/04,DE-NI,Common Crane,12
2025/07/06,DE-NI,Common Crane,0
2025/07/08,DE-NI,Common Crane,4
2025/07/09,DE-NI,Common Crane,0
2025/07/10,DE-NI,Common Crane,2
2025/07/11,DE-NI,Common Crane,0
2025/07/12,DE-NI,Common Crane,2
2025/07/13,DE-NI,Common Crane,150
2025/07/14,DE-NI,Common Crane,3
2025/07/15,DE-NI,Common Crane,2
2025/07/16,DE-NI,Common Crane,1
2025/07/17,DE-NI,Common Crane,3
2025/07/18,DE-NI,Common Crane,2
2025/07/19,DE-NI,Common Crane,3
2025/07/20,DE-NI,Common Crane,0
2025/07/21,DE-NI,Common Crane,100
2025/07/22,DE-NI,Common Crane,4
2025/07/23,DE-NI,Common Crane,3
2025/07/25,DE-NI,Common Crane,300
2025/07/26,DE-NI,Common Crane,2
2025/07/27,DE-NI,Common Crane,3
2025/07/28,DE-NI,Common Crane,2
2025/07/29,DE-NI,Common Crane,2
2025/08/01,DE-NI,Common Crane,2
2025/08/02,DE-NI,Common Crane,1
2025/08/03,DE-NI,Common Crane,9
2025/08/04,DE-NI,Common Crane,4
2025/08/05,DE-NI,Common Crane,2
2025/08/06,DE-NI,Common Crane,3
2025/08/07,DE-NI,Common Crane,3
2025/08/08,DE-NI,Common Crane,8
2025/08/09,DE-NI,Common Crane,2
2025/08/11,DE-NI,Common Crane,10
2025/08/12,DE-NI,Common Crane,0
2025/08/13,DE-NI,Common Crane,0
2025/08/14,DE-NI,Common Crane,3
2025/08/16,DE-NI,Common Crane,3
2025/08/17,DE-NI,Common Crane,3
2025/08/18,DE-NI,Common Crane,2
2025/08/20,DE-NI,Common Crane,9
2025/08/22,DE-NI,Common Crane,6
2025/08/24,DE-NI,Common Crane,24
2025/08/26,DE-NI,Common Crane,7
2025/08/29,DE-NI,Common Crane,2
2025/08/30,DE-NI,Common Crane,1
2025/08/31,DE-NI,Common Crane,4
2025/09/02,DE-NI,Common Crane,2
2025/09/03,DE-NI,Common Crane,2
2025/09/04,DE-NI,Common Crane,2
2025/09/06,DE-NI,Common Crane,2
2025/09/07,DE-NI,Common Crane,19
2025/09/09,DE-NI,Common Crane,14
2025/09/10,DE-NI,Common Crane,0
2025/09/11,DE-NI,Common Crane,11
2025/09/12,DE-NI,Common Crane,179
2025/09/13,DE-NI,Common Crane,120
2025/09/14,DE-NI,Common Crane,30
2025/09/15,DE-NI,Common Crane,47
2025/09/17,DE-NI,Common Crane,0
2025/09/19,DE-NI,Common Crane,4
2025/09/20,DE-NI,Common Crane,4
2025/09/21,DE-NI,Common Crane,0
2025/09/22,DE-NI,Common Crane,0
2025/09/23,DE-NI,Common Crane,10
2025/09/24,DE-NI,Common Crane,120
2025/09/25,DE-NI,Common Crane,0
2025/09/26,DE-NI,Common Crane,60
2025/09/27,DE-NI,Common Crane,6
2025/09/28,DE-NI,Common Crane,20
2025/09/29,DE-NI,Common Crane,0
2025/09/30,DE-NI,Common Crane,0
2025/10/01,DE-NI,Common Crane,5
2025/10/02,DE-NI,Common Crane,300
2025/10/03,DE-NI,Common Crane,10
2025/10/05,DE-NI,Common Crane,4
2025/10/06,DE-NI,Common Crane,12
2025/10/07,DE-NI,Common Crane,0
2025/10/08,DE-NI,Common Crane,0
2025/10/10,DE-NI,Common Crane,21
2025/10/11,DE-NI,Common Crane,0
2025/10/12,DE-NI,Common Crane,0
2025/10/13,DE-NI,Common Crane,100
2025/10/14,DE-NI,Common Crane,0
2025/10/15,DE-NI,Common Crane,7
2025/10/16,DE-NI,Common Crane,1
2025/10/17,DE-NI,Common Crane,23
2025/10/18,DE-NI,Common Crane,0
2025/10/19,DE-NI,Common Crane,28
2025/10/20,DE-NI,Common Crane,80
2025/10/21,DE-NI,Common Crane,500
2025/10/22,DE-NI,Common Crane,0
2025/10/23,DE-NI,Common Crane,50
2025/10/24,DE-NI,Common Crane,3
2025/10/25,DE-NI,Common Crane,150
2025/10/26,DE-NI,Common Crane,1
2025/10/27,DE-NI,Common Crane,0
2025/10/28,DE-NI,Common Crane,200
2025/10/29,DE-NI,Common Crane,0
2025/10/30,DE-NI,Common Crane,8
2025/10/31,DE-NI,Common Crane,11
2025/11/01,DE-NI,Common Crane,2050
2025/11/02,DE-NI,Common Crane,2
2025/11/03,DE-NI,Common Crane,850
2025/11/04,DE-NI,Common Crane,2
2025/11/05,DE-NI,Common Crane,1
2025/11/06,DE-NI,Common Crane,0
2025/11/07,DE-NI,Common Crane,7
2025/11/08,DE-NI,Common Crane,0
2025/11/09,DE-NI,Common Crane,2
2025/11/10,DE-NI,Common Crane,0
2025/11/11,DE-NI,Common Crane,800
2025/11/12,DE-NI,Common Crane,35
2025/11/13,DE-NI,Common Crane,38
2025/11/14,DE-NI,Common Crane,75
2025/11/15,DE-NI,Common Crane,12
2025/11/16,DE-NI,Common Crane,12
2025/11/17,DE-NI,Common Crane,0
2025/11/21,DE-NI,Common Crane,130
2025/11/22,DE-NI,Common Crane,6
2025/11/23,DE-NI,Common Crane,0
2025/11/24,DE-NI,Common Crane,0
2025/11/25,DE-NI,Common Crane,70
2025/11/26,DE-NI,Common Crane,0
2025/11/28,DE-NI,Common Crane,1
2025/11/29,DE-NI,Common Crane,2
2025/11/30,DE-NI,Common Crane,8
2025/12/01,DE-NI,Common Crane,3
2025/12/05,DE-NI,Common Crane,0
2025/12/07,DE-NI,Common Crane,20
2025/12/10,DE-NI,Common Crane,14
2025/12/12,DE-NI,Common Crane,0
2025/12/13,DE-NI,Common Crane,2
2025/12/14,DE-NI,Common Crane,5
2025/12/15,DE-NI,Common Crane,2
2025/12/16,DE-NI,Common Crane,3
2025/12/17,DE-NI,Common Crane,0
2025/12/18,DE-NI,Common Crane,0
2025/12/19,DE-NI,Common Crane,4
2025/12/20,DE-NI,Common Crane,4
2025/12/21,DE-NI,Common Crane,2
2025/12/23,DE-NI,Common Crane,30
2025/12/24,DE-NI,Common Crane,100
2025/12/25,DE-NI,Common Crane,0
2025/12/26,DE-NI,Common Crane,0
2025/12/27,DE-NI,Common Crane,23
2025/12/28,DE-NI,Common Crane,1
2025/12/29,DE-NI,Common Crane,57
2025/12/30,DE-NI,Common Crane,65
2025/12/31,DE-NI,Common Crane,40
