date,region,wind_speed
2021-03-13,Nord,36.8
2021-03-13,Süd,30.9
2021-03-14,Nord,33.3
2021-03-14,Süd,28.4
2021-03-15,Nord,32.4
2021-03-15,Süd,26.1
2021-03-16,Nord,22.2
2021-03-16,Süd,21.6
2021-03-17,Nord,11.1
2021-03-17,Süd,16.1
2021-03-18,Nord,10.7
2021-03-18,Süd,11.0
2021-03-19,Nord,20.4
2021-03-19,Süd,14.1
2021-03-20,Nord,21.9
2021-03-20,Süd,12.6
2021-03-21,Nord,28.8
2021-03-21,Süd,21.9
2021-03-22,Nord,21.4
2021-03-22,Süd,15.4
2021-03-23,Nord,16.2
2021-03-23,Süd,12.2
2021-03-24,Nord,17.1
2021-03-24,Süd,9.4
2021-03-25,Nord,12.2
2021-03-25,Süd,12.5
2021-03-26,Nord,18.4
2021-03-26,Süd,10.8
2021-03-27,Nord,27.6
2021-03-27,Süd,27.6
2021-03-28,Nord,29.6
2021-03-28,Süd,12.5
2021-03-29,Nord,23.3
2021-03-29,Süd,12.3
2021-03-30,Nord,14.5
2021-03-30,Süd,11.1
2021-03-31,Nord,11.6
2021-03-31,Süd,11.4
2021-04-01,Nord,22.0
2021-04-01,Süd,15.0
2021-04-02,Nord,28.7
2021-04-02,Süd,14.5
2021-04-03,Nord,19.0
2021-04-03,Süd,13.4
2021-04-04,Nord,24.7
2021-04-04,Süd,11.2
2021-04-05,Nord,37.2
2021-04-05,Süd,34.6
2021-04-06,Nord,25.0
2021-04-06,Süd,27.4
2021-04-07,Nord,29.1
2021-04-07,Süd,30.2
2021-04-08,Nord,23.6
2021-04-08,Süd,22.7
2021-04-09,Nord,29.4
2021-04-09,Süd,15.8
2021-04-10,Nord,18.6
2021-04-10,Süd,14.0
2021-04-11,Nord,23.8
2021-04-11,Süd,17.1
2021-04-12,Nord,18.7
2021-04-12,Süd,22.3
2021-04-13,Nord,23.7
2021-04-13,Süd,10.9
2021-04-14,Nord,16.6
2021-04-14,Süd,12.8
2021-04-15,Nord,16.5
2021-04-15,Süd,13.0
2021-04-16,Nord,16.6
2021-04-16,Süd,9.9
2021-04-17,Nord,14.3
2021-04-17,Süd,8.4
2021-04-18,Nord,16.6
2021-04-18,Süd,9.5
2021-04-19,Nord,14.6
2021-04-19,Süd,12.4
2021-04-20,Nord,11.7
2021-04-20,Süd,8.5
2021-04-21,Nord,27.7
2021-04-21,Süd,14.7
2021-04-22,Nord,31.9
2021-04-22,Süd,14.5
2021-04-23,Nord,22.0
2021-04-23,Süd,10.2
2021-04-24,Nord,20.8
2021-04-24,Süd,11.7
2021-04-25,Nord,15.4
2021-04-25,Süd,12.6
2021-04-26,Nord,14.1
2021-04-26,Süd,14.4
2021-04-27,Nord,15.4
2021-04-27,Süd,15.7
2021-04-28,Nord,17.3
2021-04-28,Süd,10.7
2021-04-29,Nord,12.9
2021-04-29,Süd,15.8
2021-04-30,Nord,12.1
2021-04-30,Süd,17.8
2021-05-01,Nord,12.8
2021-05-01,Süd,19.1
2021-05-02,Nord,23.6
2021-05-02,Süd,25.2
2021-05-03,Nord,20.5
2021-05-03,Süd,15.1
2021-05-04,Nord,35.4
2021-05-04,Süd,27.2
2021-05-05,Nord,39.5
2021-05-05,Süd,33.2
2021-05-06,Nord,28.2
2021-05-06,Süd,25.4
2021-05-07,Nord,27.2
2021-05-07,Süd,25.7
2021-05-08,Nord,22.7
2021-05-08,Süd,10.2
2021-05-09,Nord,19.7
2021-05-09,Süd,17.9
2021-05-10,Nord,23.2
2021-05-10,Süd,17.1
2021-05-11,Nord,17.0
2021-05-11,Süd,21.7
2021-05-12,Nord,18.4
2021-05-12,Süd,20.3
2021-05-13,Nord,17.1
2021-05-13,Süd,14.8
2021-05-14,Nord,20.5
2021-05-14,Süd,14.4
2021-05-15,Nord,15.3
2021-05-15,Süd,17.9
2021-05-16,Nord,19.8
2021-05-16,Süd,17.9
2021-05-17,Nord,13.5
2021-05-17,Süd,30.5
2021-05-18,Nord,15.1
2021-05-18,Süd,23.8
2021-05-19,Nord,16.9
2021-05-19,Süd,17.4
2021-05-20,Nord,16.8
2021-05-20,Süd,18.5
2021-05-21,Nord,26.3
2021-05-21,Süd,21.7
2021-05-22,Nord,35.7
2021-05-22,Süd,24.5
2021-05-23,Nord,22.4
2021-05-23,Süd,18.8
2021-05-24,Nord,25.6
2021-05-24,Süd,15.8
2021-05-25,Nord,21.4
2021-05-25,Süd,32.7
2021-05-26,Nord,25.9
2021-05-26,Süd,17.9
2021-05-27,Nord,24.4
2021-05-27,Süd,18.8
2021-05-28,Nord,22.4
2021-05-28,Süd,12.3
2021-05-29,Nord,13.3
2021-05-29,Süd,13.3
2021-05-30,Nord,14.8
2021-05-30,Süd,12.6
2021-05-31,Nord,11.0
2021-05-31,Süd,13.9
2021-06-01,Nord,14.6
2021-06-01,Süd,15.6
2021-06-02,Nord,19.9
2021-06-02,Süd,11.1
2021-06-03,Nord,19.7
2021-06-03,Süd,9.2
2021-06-04,Nord,11.4
2021-06-04,Süd,12.9
2021-06-05,Nord,13.8
2021-06-05,Süd,18.9
2021-06-06,Nord,10.1
2021-06-06,Süd,15.7
2021-06-07,Nord,16.0
2021-06-07,Süd,10.5
2021-06-08,Nord,8.9
2021-06-08,Süd,12.2
2021-06-09,Nord,9.4
2021-06-09,Süd,17.3
2021-06-10,Nord,14.6
2021-06-10,Süd,13.6
2021-06-11,Nord,18.4
2021-06-11,Süd,10.5
2021-06-12,Nord,30.1
2021-06-12,Süd,17.6
2021-06-13,Nord,25.8
2021-06-13,Süd,15.0
2021-06-14,Nord,17.7
2021-06-14,Süd,11.9
2021-06-15,Nord,13.3
2021-06-15,Süd,8.7
2021-06-16,Nord,14.5
2021-06-16,Süd,11.1
2021-06-17,Nord,15.6
2021-06-17,Süd,9.2
2021-06-18,Nord,12.4
2021-06-18,Süd,7.5
2021-06-19,Nord,19.9
2021-06-19,Süd,14.3
2021-06-20,Nord,24.3
2021-06-20,Süd,17.9
2021-06-21,Nord,21.4
2021-06-21,Süd,14.7
2021-06-22,Nord,15.9
2021-06-22,Süd,13.8
2021-06-23,Nord,13.0
2021-06-23,Süd,12.2
2021-06-24,Nord,12.3
2021-06-24,Süd,14.7
2021-06-25,Nord,11.2
2021-06-25,Süd,18.8
2021-06-26,Nord,7.3
2021-06-26,Süd,12.4
2021-06-27,Nord,8.3
2021-06-27,Süd,11.1
2021-06-28,Nord,10.2
2021-06-28,Süd,17.5
2021-06-29,Nord,12.2
2021-06-29,Süd,32.8
2021-06-30,Nord,17.8
2021-06-30,Süd,19.6
2021-07-01,Nord,17.1
2021-07-01,Süd,21.4
2021-07-02,Nord,18.2
2021-07-02,Süd,18.6
2021-07-03,Nord,13.7
2021-07-03,Süd,12.2
2021-07-04,Nord,11.4
2021-07-04,Süd,16.3
2021-07-05,Nord,13.6
2021-07-05,Süd,13.5
2021-07-06,Nord,24.1
2021-07-06,Süd,25.7
2021-07-07,Nord,16.8
2021-07-07,Süd,14.5
2021-07-08,Nord,10.5
2021-07-08,Süd,16.6
2021-07-09,Nord,15.8
2021-07-09,Süd,23.5
2021-07-10,Nord,21.0
2021-07-10,Süd,13.1
2021-07-11,Nord,16.3
2021-07-11,Süd,24.7
2021-07-12,Nord,15.8
2021-07-12,Süd,13.5
2021-07-13,Nord,13.9
2021-07-13,Süd,26.7
2021-07-14,Nord,20.0
2021-07-14,Süd,13.5
2021-07-15,Nord,14.1
2021-07-15,Süd,13.4
2021-07-16,Nord,16.4
2021-07-16,Süd,10.4
2021-07-17,Nord,21.9
2021-07-17,Süd,16.6
2021-07-18,Nord,22.2
2021-07-18,Süd,15.8
2021-07-19,Nord,19.6
2021-07-19,Süd,10.0
2021-07-20,Nord,19.1
2021-07-20,Süd,10.5
2021-07-21,Nord,17.4
2021-07-21,Süd,9.0
2021-07-22,Nord,14.3
2021-07-22,Süd,8.6
2021-07-23,Nord,9.3
2021-07-23,Süd,10.5
2021-07-24,Nord,17.9
2021-07-24,Süd,11.5
2021-07-25,Nord,17.6
2021-07-25,Süd,11.1
2021-07-26,Nord,10.3
2021-07-26,Süd,17.1
2021-07-27,Nord,18.6
2021-07-27,Süd,9.1
2021-07-28,Nord,21.4
2021-07-28,Süd,14.1
2021-07-29,Nord,31.7
2021-07-29,Süd,10.1
2021-07-30,Nord,21.5
2021-07-30,Süd,13.5
2021-07-31,Nord,32.8
2021-07-31,Süd,17.1
2021-08-01,Nord,22.2
2021-08-01,Süd,16.5
2021-08-02,Nord,21.3
2021-08-02,Süd,14.7
2021-08-03,Nord,10.4
2021-08-03,Süd,12.8
2021-08-04,Nord,12.6
2021-08-04,Süd,10.8
2021-08-05,Nord,14.8
2021-08-05,Süd,14.4
2021-08-06,Nord,17.7
2021-08-06,Süd,22.0
2021-08-07,Nord,18.0
2021-08-07,Süd,23.7
2021-08-08,Nord,23.0
2021-08-08,Süd,17.1
2021-08-09,Nord,22.7
2021-08-09,Süd,9.4
2021-08-10,Nord,22.4
2021-08-10,Süd,10.8
2021-08-11,Nord,13.0
2021-08-11,Süd,9.4
2021-08-12,Nord,15.8
2021-08-12,Süd,8.9
2021-08-13,Nord,22.3
2021-08-13,Süd,15.5
2021-08-14,Nord,25.2
2021-08-14,Süd,7.3
2021-08-15,Nord,15.8
2021-08-15,Süd,11.0
2021-08-16,Nord,26.9
2021-08-16,Süd,20.7
2021-08-17,Nord,34.9
2021-08-17,Süd,20.1
2021-08-18,Nord,31.4
2021-08-18,Süd,18.0
2021-08-19,Nord,23.1
2021-08-19,Süd,11.6
2021-08-20,Nord,17.7
2021-08-20,Süd,9.1
2021-08-21,Nord,10.3
2021-08-21,Süd,11.1
2021-08-22,Nord,16.5
2021-08-22,Süd,19.1
2021-08-23,Nord,21.0
2021-08-23,Süd,16.7
2021-08-24,Nord,12.3
2021-08-24,Süd,14.2
2021-08-25,Nord,26.6
2021-08-25,Süd,14.8
2021-08-26,Nord,21.4
2021-08-26,Süd,16.1
2021-08-27,Nord,19.9
2021-08-27,Süd,16.2
2021-08-28,Nord,15.8
2021-08-28,Süd,12.8
2021-08-29,Nord,21.2
2021-08-29,Süd,15.9
2021-08-30,Nord,20.4
2021-08-30,Süd,24.5
2021-08-31,Nord,15.5
2021-08-31,Süd,13.5
2021-09-01,Nord,16.8
2021-09-01,Süd,9.1
2021-09-02,Nord,9.4
2021-09-02,Süd,16.9
2021-09-03,Nord,16.6
2021-09-03,Süd,11.1
2021-09-04,Nord,12.9
2021-09-04,Süd,10.5
2021-09-05,Nord,11.3
2021-09-05,Süd,11.0
2021-09-06,Nord,10.6
2021-09-06,Süd,11.6
2021-09-07,Nord,8.2
2021-09-07,Süd,12.9
2021-09-08,Nord,10.0
2021-09-08,Süd,11.0
2021-09-09,Nord,11.8
2021-09-09,Süd,13.0
2021-09-10,Nord,12.7
2021-09-10,Süd,12.0
2021-09-11,Nord,18.2
2021-09-11,Süd,12.4
2021-09-12,Nord,17.3
2021-09-12,Süd,8.0
2021-09-13,Nord,16.3
2021-09-13,Süd,8.9
2021-09-14,Nord,15.1
2021-09-14,Süd,7.6
2021-09-15,Nord,17.9
2021-09-15,Süd,13.6
2021-09-16,Nord,28.7
2021-09-16,Süd,15.0
2021-09-17,Nord,22.7
2021-09-17,Süd,9.0
2021-09-18,Nord,16.4
2021-09-18,Süd,9.1
2021-09-19,Nord,15.6
2021-09-19,Süd,14.7
2021-09-20,Nord,12.5
2021-09-20,Süd,8.8
2021-09-21,Nord,21.0
2021-09-21,Süd,8.9
2021-09-22,Nord,15.8
2021-09-22,Süd,8.0
2021-09-23,Nord,34.5
2021-09-23,Süd,17.2
2021-09-24,Nord,23.4
2021-09-24,Süd,15.4
2021-09-25,Nord,19.2
2021-09-25,Süd,10.3
2021-09-26,Nord,14.6
2021-09-26,Süd,11.5
2021-09-27,Nord,16.0
2021-09-27,Süd,12.3
2021-09-28,Nord,17.3
2021-09-28,Süd,11.2
2021-09-29,Nord,26.0
2021-09-29,Süd,19.0
2021-09-30,Nord,30.2
2021-09-30,Süd,13.0
2021-10-01,Nord,22.5
2021-10-01,Süd,9.9
2021-10-02,Nord,21.3
2021-10-02,Süd,11.9
2021-10-03,Nord,31.7
2021-10-03,Süd,15.7
2021-10-04,Nord,15.8
2021-10-04,Süd,12.4
2021-10-05,Nord,15.8
2021-10-05,Süd,14.9
2021-10-06,Nord,21.9
2021-10-06,Süd,18.4
2021-10-07,Nord,9.6
2021-10-07,Süd,9.7
2021-10-08,Nord,11.5
2021-10-08,Süd,15.0
2021-10-09,Nord,15.1
2021-10-09,Süd,19.5
2021-10-10,Nord,12.0
2021-10-10,Süd,10.2
2021-10-11,Nord,24.2
2021-10-11,Süd,10.8
2021-10-12,Nord,17.7
2021-10-12,Süd,19.3
2021-10-13,Nord,15.0
2021-10-13,Süd,19.9
2021-10-14,Nord,22.1
2021-10-14,Süd,10.9
2021-10-15,Nord,27.3
2021-10-15,Süd,12.5
2021-10-16,Nord,18.5
2021-10-16,Süd,10.2
2021-10-17,Nord,19.2
2021-10-17,Süd,9.7
2021-10-18,Nord,14.6
2021-10-18,Süd,9.7
2021-10-19,Nord,25.8
2021-10-19,Süd,15.9
2021-10-20,Nord,31.9
2021-10-20,Süd,16.6
2021-10-21,Nord,43.5
2021-10-21,Süd,35.4
2021-10-22,Nord,32.8
2021-10-22,Süd,23.0
2021-10-23,Nord,18.7
2021-10-23,Süd,12.7
2021-10-24,Nord,14.8
2021-10-24,Süd,12.2
2021-10-25,Nord,14.5
2021-10-25,Süd,9.0
2021-10-26,Nord,19.2
2021-10-26,Süd,13.3
2021-10-27,Nord,22.5
2021-10-27,Süd,11.5
2021-10-28,Nord,13.9
2021-10-28,Süd,10.3
2021-10-29,Nord,18.0
2021-10-29,Süd,10.0
2021-10-30,Nord,18.8
2021-10-30,Süd,11.9
2021-10-31,Nord,23.3
2021-10-31,Süd,13.6
2021-11-01,Nord,23.9
2021-11-01,Süd,12.9
2021-11-02,Nord,10.0
2021-11-02,Süd,21.1
2021-11-03,Nord,11.3
2021-11-03,Süd,17.1
2021-11-04,Nord,18.8
2021-11-04,Süd,27.8
2021-11-05,Nord,21.2
2021-11-05,Süd,16.9
2021-11-06,Nord,27.6
2021-11-06,Süd,9.3
2021-11-07,Nord,29.8
2021-11-07,Süd,15.9
2021-11-08,Nord,21.1
2021-11-08,Süd,10.8
2021-11-09,Nord,19.2
2021-11-09,Süd,18.4
2021-11-10,Nord,12.4
2021-11-10,Süd,8.0
2021-11-11,Nord,16.1
2021-11-11,Süd,8.6
2021-11-12,Nord,17.7
2021-11-12,Süd,8.3
2021-11-13,Nord,13.7
2021-11-13,Süd,11.5
2021-11-14,Nord,13.1
2021-11-14,Süd,21.9
2021-11-15,Nord,15.9
2021-11-15,Süd,13.1
2021-11-16,Nord,10.4
2021-11-16,Süd,9.4
2021-11-17,Nord,22.7
2021-11-17,Süd,14.8
2021-11-18,Nord,27.3
2021-11-18,Süd,10.4
2021-11-19,Nord,24.6
2021-11-19,Süd,11.7
2021-11-20,Nord,25.1
2021-11-20,Süd,9.4
2021-11-21,Nord,21.8
2021-11-21,Süd,9.3
2021-11-22,Nord,15.1
2021-11-22,Süd,12.5
2021-11-23,Nord,17.7
2021-11-23,Süd,12.0
2021-11-24,Nord,14.5
2021-11-24,Süd,13.1
2021-11-25,Nord,18.7
2021-11-25,Süd,7.8
2021-11-26,Nord,19.4
2021-11-26,Süd,12.2
2021-11-27,Nord,19.1
2021-11-27,Süd,13.6
2021-11-28,Nord,11.6
2021-11-28,Süd,7.7
2021-11-29,Nord,15.3
2021-11-29,Süd,23.3
2021-11-30,Nord,36.1
2021-11-30,Süd,49.6
2021-12-01,Nord,43.9
2021-12-01,Süd,30.7
2021-12-02,Nord,36.4
2021-12-02,Süd,23.7
2021-12-03,Nord,27.7
2021-12-03,Süd,19.9
2021-12-04,Nord,20.7
2021-12-04,Süd,28.4
2021-12-05,Nord,17.2
2021-12-05,Süd,20.4
2021-12-06,Nord,19.6
2021-12-06,Süd,10.8
2021-12-07,Nord,20.2
2021-12-07,Süd,25.6
2021-12-08,Nord,28.2
2021-12-08,Süd,14.0
2021-12-09,Nord,14.0
2021-12-09,Süd,18.3
2021-12-10,Nord,13.3
2021-12-10,Süd,21.7
2021-12-11,Nord,18.5
2021-12-11,Süd,22.7
2021-12-12,Nord,20.9
2021-12-12,Süd,13.7
2021-12-13,Nord,15.0
2021-12-13,Süd,14.3
2021-12-14,Nord,18.2
2021-12-14,Süd,9.5
2021-12-15,Nord,20.5
2021-12-15,Süd,6.9
2021-12-16,Nord,16.9
2021-12-16,Süd,9.3
2021-12-17,Nord,14.0
2021-12-17,Süd,11.0
2021-12-18,Nord,21.6
2021-12-18,Süd,7.4
2021-12-19,Nord,27.5
2021-12-19,Süd,15.5
2021-12-20,Nord,9.6
2021-12-20,Süd,14.0
2021-12-21,Nord,8.9
2021-12-21,Süd,13.0
2021-12-22,Nord,11.2
2021-12-22,Süd,10.4
2021-12-23,Nord,18.5
2021-12-23,Süd,26.3
2021-12-24,Nord,21.0
2021-12-24,Süd,25.0
2021-12-25,Nord,9.0
2021-12-25,Süd,18.1
2021-12-26,Nord,18.9
2021-12-26,Süd,8.1
2021-12-27,Nord,19.8
2021-12-27,Süd,13.4
2021-12-28,Nord,17.6
2021-12-28,Süd,31.8
2021-12-29,Nord,12.5
2021-12-29,Süd,31.0
2021-12-30,Nord,24.7
2021-12-30,Süd,25.8
2021-12-31,Nord,29.0
2021-12-31,Süd,23.9
2022-01-01,Nord,22.1
2022-01-01,Süd,19.0
2022-01-02,Nord,31.4
2022-01-02,Süd,23.9
2022-01-03,Nord,28.0
2022-01-03,Süd,30.7
2022-01-04,Nord,21.1
2022-01-04,Süd,38.9
2022-01-05,Nord,27.7
2022-01-05,Süd,23.4
2022-01-06,Nord,17.1
2022-01-06,Süd,20.2
2022-01-07,Nord,20.0
2022-01-07,Süd,18.6
2022-01-08,Nord,22.7
2022-01-08,Süd,31.8
2022-01-09,Nord,22.9
2022-01-09,Süd,31.2
2022-01-10,Nord,12.4
2022-01-10,Süd,10.9
2022-01-11,Nord,13.1
2022-01-11,Süd,13.5
2022-01-12,Nord,18.4
2022-01-12,Süd,8.5
2022-01-13,Nord,23.1
2022-01-13,Süd,8.4
2022-01-14,Nord,23.5
2022-01-14,Süd,10.7
2022-01-15,Nord,8.6
2022-01-15,Süd,11.2
2022-01-16,Nord,24.3
2022-01-16,Süd,20.6
2022-01-17,Nord,34.5
2022-01-17,Süd,30.5
2022-01-18,Nord,18.9
2022-01-18,Süd,17.7
2022-01-19,Nord,29.3
2022-01-19,Süd,22.0
2022-01-20,Nord,29.3
2022-01-20,Süd,28.1
2022-01-21,Nord,19.6
2022-01-21,Süd,22.2
2022-01-22,Nord,18.8
2022-01-22,Süd,29.9
2022-01-23,Nord,15.3
2022-01-23,Süd,13.7
2022-01-24,Nord,14.5
2022-01-24,Süd,15.5
2022-01-25,Nord,14.8
2022-01-25,Süd,11.3
2022-01-26,Nord,22.4
2022-01-26,Süd,13.3
2022-01-27,Nord,33.3
2022-01-27,Süd,25.2
2022-01-28,Nord,32.8
2022-01-28,Süd,27.4
2022-01-29,Nord,43.7
2022-01-29,Süd,32.9
2022-01-30,Nord,45.3
2022-01-30,Süd,32.3
2022-01-31,Nord,15.5
2022-01-31,Süd,38.3
2022-02-01,Nord,34.0
2022-02-01,Süd,35.8
2022-02-02,Nord,32.8
2022-02-02,Süd,31.4
2022-02-03,Nord,20.4
2022-02-03,Süd,14.6
2022-02-04,Nord,28.1
2022-02-04,Süd,25.8
2022-02-05,Nord,31.4
2022-02-05,Süd,30.2
2022-02-06,Nord,31.5
2022-02-06,Süd,41.3
2022-02-07,Nord,34.7
2022-02-07,Süd,40.4
2022-02-08,Nord,27.2
2022-02-08,Süd,21.7
2022-02-09,Nord,30.9
2022-02-09,Süd,12.3
2022-02-10,Nord,18.4
2022-02-10,Süd,23.5
2022-02-11,Nord,24.5
2022-02-11,Süd,23.4
2022-02-12,Nord,20.5
2022-02-12,Süd,18.5
2022-02-13,Nord,22.5
2022-02-13,Süd,12.0
2022-02-14,Nord,30.4
2022-02-14,Süd,17.0
2022-02-15,Nord,31.7
2022-02-15,Süd,19.3
2022-02-16,Nord,37.6
2022-02-16,Süd,32.6
2022-02-17,Nord,41.8
2022-02-17,Süd,44.3
2022-02-18,Nord,44.3
2022-02-18,Süd,31.8
2022-02-19,Nord,44.8
2022-02-19,Süd,27.8
2022-02-20,Nord,35.0
2022-02-20,Süd,33.5
2022-02-21,Nord,37.9
2022-02-21,Süd,35.4
2022-02-22,Nord,36.6
2022-02-22,Süd,29.9
2022-02-23,Nord,27.0
2022-02-23,Süd,29.3
2022-02-24,Nord,32.1
2022-02-24,Süd,23.5
2022-02-25,Nord,32.4
2022-02-25,Süd,24.1
2022-02-26,Nord,20.5
2022-02-26,Süd,13.3
2022-02-27,Nord,17.3
2022-02-27,Süd,22.0
2022-02-28,Nord,18.4
2022-02-28,Süd,16.2
2022-03-01,Nord,17.0
2022-03-01,Süd,13.1
2022-03-02,Nord,9.8
2022-03-02,Süd,9.8
2022-03-03,Nord,15.6
2022-03-03,Süd,12.2
2022-03-04,Nord,13.5
2022-03-04,Süd,13.6
2022-03-05,Nord,13.5
2022-03-05,Süd,18.0
2022-03-06,Nord,12.5
2022-03-06,Süd,16.1
2022-03-07,Nord,11.2
2022-03-07,Süd,15.5
2022-03-08,Nord,11.0
2022-03-08,Süd,19.5
2022-03-09,Nord,11.8
2022-03-09,Süd,12.0
2022-03-10,Nord,21.3
2022-03-10,Süd,18.5
2022-03-11,Nord,28.2
2022-03-11,Süd,16.2
2022-03-12,Nord,24.4
2022-03-12,Süd,15.5
2022-03-13,Nord,18.7
2022-03-13,Süd,13.2
2022-03-14,Nord,15.0
2022-03-14,Süd,22.3
2022-03-15,Nord,11.3
2022-03-15,Süd,21.6
2022-03-16,Nord,18.7
2022-03-16,Süd,14.5
2022-03-17,Nord,24.1
2022-03-17,Süd,13.1
2022-03-18,Nord,14.3
2022-03-18,Süd,19.2
2022-03-19,Nord,24.5
2022-03-19,Süd,17.8
2022-03-20,Nord,30.9
2022-03-20,Süd,15.5
2022-03-21,Nord,20.7
2022-03-21,Süd,10.0
2022-03-22,Nord,10.5
2022-03-22,Süd,11.9
2022-03-23,Nord,11.2
2022-03-23,Süd,9.7
2022-03-24,Nord,10.7
2022-03-24,Süd,13.0
2022-03-25,Nord,12.4
2022-03-25,Süd,12.1
2022-03-26,Nord,21.3
2022-03-26,Süd,14.1
2022-03-27,Nord,13.6
2022-03-27,Süd,12.5
2022-03-28,Nord,20.9
2022-03-28,Süd,12.3
2022-03-29,Nord,20.5
2022-03-29,Süd,15.1
2022-03-30,Nord,12.6
2022-03-30,Süd,11.4
2022-03-31,Nord,26.2
2022-03-31,Süd,11.7
2022-04-01,Nord,30.9
2022-04-01,Süd,19.5
2022-04-02,Nord,21.8
2022-04-02,Süd,16.5
2022-04-03,Nord,24.3
2022-04-03,Süd,9.4
2022-04-04,Nord,39.3
2022-04-04,Süd,23.7
2022-04-05,Nord,24.0
2022-04-05,Süd,29.7
2022-04-06,Nord,33.1
2022-04-06,Süd,18.3
2022-04-07,Nord,34.4
2022-04-07,Süd,36.9
2022-04-08,Nord,28.5
2022-04-08,Süd,34.1
2022-04-09,Nord,31.8
2022-04-09,Süd,44.6
2022-04-10,Nord,29.8
2022-04-10,Süd,19.8
2022-04-11,Nord,12.8
2022-04-11,Süd,13.7
2022-04-12,Nord,23.4
2022-04-12,Süd,13.5
2022-04-13,Nord,17.7
2022-04-13,Süd,11.3
2022-04-14,Nord,19.4
2022-04-14,Süd,10.6
2022-04-15,Nord,17.9
2022-04-15,Süd,14.6
2022-04-16,Nord,15.1
2022-04-16,Süd,17.9
2022-04-17,Nord,9.8
2022-04-17,Süd,18.0
2022-04-18,Nord,12.2
2022-04-18,Süd,15.6
2022-04-19,Nord,17.7
2022-04-19,Süd,21.2
2022-04-20,Nord,16.7
2022-04-20,Süd,15.3
2022-04-21,Nord,19.1
2022-04-21,Süd,16.1
2022-04-22,Nord,25.3
2022-04-22,Süd,14.0
2022-04-23,Nord,24.8
2022-04-23,Süd,20.1
2022-04-24,Nord,24.5
2022-04-24,Süd,20.6
2022-04-25,Nord,18.8
2022-04-25,Süd,20.2
2022-04-26,Nord,13.6
2022-04-26,Süd,27.2
2022-04-27,Nord,15.1
2022-04-27,Süd,10.3
2022-04-28,Nord,18.7
2022-04-28,Süd,15.7
2022-04-29,Nord,17.3
2022-04-29,Süd,17.7
2022-04-30,Nord,14.2
2022-04-30,Süd,14.9
2022-05-01,Nord,10.7
2022-05-01,Süd,10.1
2022-05-02,Nord,16.1
2022-05-02,Süd,13.0
2022-05-03,Nord,18.6
2022-05-03,Süd,17.1
2022-05-04,Nord,17.7
2022-05-04,Süd,18.4
2022-05-05,Nord,12.7
2022-05-05,Süd,17.2
2022-05-06,Nord,13.0
2022-05-06,Süd,13.4
2022-05-07,Nord,18.1
2022-05-07,Süd,8.8
2022-05-08,Nord,12.0
2022-05-08,Süd,16.1
2022-05-09,Nord,13.8
2022-05-09,Süd,14.9
2022-05-10,Nord,24.8
2022-05-10,Süd,11.9
2022-05-11,Nord,25.6
2022-05-11,Süd,15.3
2022-05-12,Nord,27.6
2022-05-12,Süd,22.0
2022-05-13,Nord,25.2
2022-05-13,Süd,18.1
2022-05-14,Nord,25.3
2022-05-14,Süd,11.7
2022-05-15,Nord,16.9
2022-05-15,Süd,10.2
2022-05-16,Nord,18.6
2022-05-16,Süd,16.8
2022-05-17,Nord,11.3
2022-05-17,Süd,14.3
2022-05-18,Nord,17.2
2022-05-18,Süd,14.9
2022-05-19,Nord,22.6
2022-05-19,Süd,14.1
2022-05-20,Nord,42.2
2022-05-20,Süd,25.8
2022-05-21,Nord,32.4
2022-05-21,Süd,21.3
2022-05-22,Nord,13.0
2022-05-22,Süd,9.6
2022-05-23,Nord,25.3
2022-05-23,Süd,19.9
2022-05-24,Nord,22.7
